Date,Attributes,Symbols,value
2021-06-22,Adj Close,4502.T,3662.072021484375
2021-06-23,Adj Close,4502.T,3643.52734375
2021-06-24,Adj Close,4502.T,3626.934814453125
2021-06-25,Adj Close,4502.T,3667.92822265625
2021-06-28,Adj Close,4502.T,3656.2158203125
2021-06-29,Adj Close,4502.T,3613.270263671875
2021-06-30,Adj Close,4502.T,3629.86279296875
2021-07-01,Adj Close,4502.T,3648.407470703125
2021-07-02,Adj Close,4502.T,3663.0478515625
2021-07-05,Adj Close,4502.T,3623.030517578125
2021-07-06,Adj Close,4502.T,3609.3662109375
2021-07-07,Adj Close,4502.T,3596.677734375
2021-07-08,Adj Close,4502.T,3562.5166015625
2021-07-09,Adj Close,4502.T,3556.660400390625
2021-07-12,Adj Close,4502.T,3609.3662109375
2021-07-13,Adj Close,4502.T,3635.718994140625
2021-07-14,Adj Close,4502.T,3699.1611328125
2021-07-15,Adj Close,4502.T,3666.9521484375
2021-07-16,Adj Close,4502.T,3646.455322265625
2021-07-19,Adj Close,4502.T,3649.383544921875
2021-07-20,Adj Close,4502.T,3635.718994140625
2021-07-21,Adj Close,4502.T,3621.07861328125
2021-07-26,Adj Close,4502.T,3611.318359375
2021-07-27,Adj Close,4502.T,3608.39013671875
2021-07-28,Adj Close,4502.T,3611.318359375
2021-07-29,Adj Close,4502.T,3665.97607421875
2021-07-30,Adj Close,4502.T,3593.749755859375
2021-08-02,Adj Close,4502.T,3593.749755859375
2021-08-03,Adj Close,4502.T,3564.46875
2021-08-04,Adj Close,4502.T,3533.235595703125
2021-08-05,Adj Close,4502.T,3532.259765625
2021-08-06,Adj Close,4502.T,3541.0439453125
2021-08-10,Adj Close,4502.T,3536.163818359375
2021-08-11,Adj Close,4502.T,3584.96533203125
2021-08-12,Adj Close,4502.T,3558.612548828125
2021-08-13,Adj Close,4502.T,3585.94140625
2021-08-16,Adj Close,4502.T,3550.80419921875
2021-08-17,Adj Close,4502.T,3563.49267578125
2021-08-18,Adj Close,4502.T,3576.18115234375
2021-08-19,Adj Close,4502.T,3584.96533203125
2021-08-20,Adj Close,4502.T,3570.324951171875
2021-08-23,Adj Close,4502.T,3638.647216796875
2021-08-24,Adj Close,4502.T,3634.742919921875
2021-08-25,Adj Close,4502.T,3609.3662109375
2021-08-26,Adj Close,4502.T,3577.1572265625
2021-08-27,Adj Close,4502.T,3560.564697265625
2021-08-30,Adj Close,4502.T,3577.1572265625
2021-08-31,Adj Close,4502.T,3590.821533203125
2021-09-01,Adj Close,4502.T,3638.647216796875
2021-09-02,Adj Close,4502.T,3600.581787109375
2021-09-03,Adj Close,4502.T,3635.718994140625
2021-09-06,Adj Close,4502.T,3637.671142578125
2021-09-07,Adj Close,4502.T,3687.44873046875
2021-09-08,Adj Close,4502.T,3723.56201171875
2021-09-09,Adj Close,4502.T,3665.97607421875
2021-09-10,Adj Close,4502.T,3661.095947265625
2021-09-13,Adj Close,4502.T,3647.431396484375
2021-09-14,Adj Close,4502.T,3624.982666015625
2021-09-15,Adj Close,4502.T,3633.76708984375
2021-09-16,Adj Close,4502.T,3689.40087890625
2021-09-17,Adj Close,4502.T,3721.60986328125
2021-09-21,Adj Close,4502.T,3668.904052734375
2021-09-22,Adj Close,4502.T,3650.359619140625
2021-09-24,Adj Close,4502.T,3680.616455078125
2021-09-27,Adj Close,4502.T,3680.616455078125
2021-09-28,Adj Close,4502.T,3665.0
2021-09-29,Adj Close,4502.T,3646.0
2021-09-30,Adj Close,4502.T,3699.0
2021-10-01,Adj Close,4502.T,3636.0
2021-10-04,Adj Close,4502.T,3614.0
2021-10-05,Adj Close,4502.T,3567.0
2021-10-06,Adj Close,4502.T,3340.0
2021-10-07,Adj Close,4502.T,3221.0
2021-10-08,Adj Close,4502.T,3199.0
2021-10-11,Adj Close,4502.T,3245.0
2021-10-12,Adj Close,4502.T,3241.0
2021-10-13,Adj Close,4502.T,3225.0
2021-10-14,Adj Close,4502.T,3230.0
2021-10-15,Adj Close,4502.T,3232.0
2021-10-18,Adj Close,4502.T,3207.0
2021-10-19,Adj Close,4502.T,3195.0
2021-10-20,Adj Close,4502.T,3246.0
2021-10-21,Adj Close,4502.T,3207.0
2021-10-22,Adj Close,4502.T,3203.0
2021-10-25,Adj Close,4502.T,3187.0
2021-10-26,Adj Close,4502.T,3184.0
2021-10-27,Adj Close,4502.T,3191.0
2021-10-28,Adj Close,4502.T,3165.0
2021-10-29,Adj Close,4502.T,3203.0
2021-11-01,Adj Close,4502.T,3252.0
2021-11-02,Adj Close,4502.T,3253.0
2021-11-04,Adj Close,4502.T,3270.0
2021-11-05,Adj Close,4502.T,3244.0
2021-11-08,Adj Close,4502.T,3246.0
2021-11-09,Adj Close,4502.T,3264.0
2021-11-10,Adj Close,4502.T,3232.0
2021-11-11,Adj Close,4502.T,3247.0
2021-11-12,Adj Close,4502.T,3294.0
2021-11-15,Adj Close,4502.T,3304.0
2021-11-16,Adj Close,4502.T,3265.0
2021-11-17,Adj Close,4502.T,3236.0
2021-11-18,Adj Close,4502.T,3239.0
2021-11-19,Adj Close,4502.T,3227.0
2021-11-22,Adj Close,4502.T,3185.0
2021-11-24,Adj Close,4502.T,3163.0
2021-11-25,Adj Close,4502.T,3156.0
2021-11-26,Adj Close,4502.T,3136.0
2021-11-29,Adj Close,4502.T,3075.0
2021-11-30,Adj Close,4502.T,3031.0
2021-12-01,Adj Close,4502.T,3013.0
2021-12-02,Adj Close,4502.T,3023.0
2021-12-03,Adj Close,4502.T,3070.0
2021-12-06,Adj Close,4502.T,3089.0
2021-12-07,Adj Close,4502.T,3150.0
2021-12-08,Adj Close,4502.T,3133.0
2021-12-09,Adj Close,4502.T,3112.0
2021-12-10,Adj Close,4502.T,3081.0
2021-12-13,Adj Close,4502.T,3081.0
2021-12-14,Adj Close,4502.T,3116.0
2021-12-15,Adj Close,4502.T,3092.0
2021-12-16,Adj Close,4502.T,3139.0
2021-12-17,Adj Close,4502.T,3142.0
2021-12-20,Adj Close,4502.T,3126.0
2021-12-21,Adj Close,4502.T,3155.0
2021-12-22,Adj Close,4502.T,3130.0
2021-12-23,Adj Close,4502.T,3148.0
2021-12-24,Adj Close,4502.T,3145.0
2021-12-27,Adj Close,4502.T,3137.0
2021-12-28,Adj Close,4502.T,3148.0
2021-12-29,Adj Close,4502.T,3166.0
2021-12-30,Adj Close,4502.T,3137.0
2022-01-04,Adj Close,4502.T,3213.0
2022-01-05,Adj Close,4502.T,3199.0
2022-01-06,Adj Close,4502.T,3175.0
2022-01-07,Adj Close,4502.T,3196.0
2021-01-12,Adj Close,6954.T,26379.708984375
2021-01-13,Adj Close,6954.T,26605.72265625
2021-01-14,Adj Close,6954.T,27195.32421875
2021-01-15,Adj Close,6954.T,27047.923828125
2021-01-18,Adj Close,6954.T,26423.927734375
2021-01-19,Adj Close,6954.T,26659.76953125
2021-01-20,Adj Close,6954.T,27047.923828125
2021-01-21,Adj Close,6954.T,26944.7421875
2021-01-22,Adj Close,6954.T,26600.80859375
2021-01-25,Adj Close,6954.T,26492.716796875
2021-01-26,Adj Close,6954.T,26679.421875
2021-01-27,Adj Close,6954.T,27318.15625
2021-01-28,Adj Close,6954.T,27043.0078125
2021-01-29,Adj Close,6954.T,26890.6953125
2021-02-01,Adj Close,6954.T,27175.669921875
2021-02-02,Adj Close,6954.T,27583.4765625
2021-02-03,Adj Close,6954.T,27735.791015625
2021-02-04,Adj Close,6954.T,26831.734375
2021-02-05,Adj Close,6954.T,27318.15625
2021-02-08,Adj Close,6954.T,27765.271484375
2021-02-09,Adj Close,6954.T,28197.642578125
2021-02-10,Adj Close,6954.T,28286.083984375
2021-02-12,Adj Close,6954.T,27563.822265625
2021-02-15,Adj Close,6954.T,28497.357421875
2021-02-16,Adj Close,6954.T,28497.357421875
2021-02-17,Adj Close,6954.T,28497.357421875
2021-02-18,Adj Close,6954.T,28546.4921875
2021-02-19,Adj Close,6954.T,27362.376953125
2021-02-22,Adj Close,6954.T,27106.8828125
2021-02-24,Adj Close,6954.T,25844.15625
2021-02-25,Adj Close,6954.T,27303.416015625
2021-02-26,Adj Close,6954.T,25883.4609375
2021-03-01,Adj Close,6954.T,26158.609375
2021-03-02,Adj Close,6954.T,26335.48828125
2021-03-03,Adj Close,6954.T,26261.787109375
2021-03-04,Adj Close,6954.T,25588.662109375
2021-03-05,Adj Close,6954.T,25347.908203125
2021-03-08,Adj Close,6954.T,25166.115234375
2021-03-09,Adj Close,6954.T,24964.66796875
2021-03-10,Adj Close,6954.T,25799.935546875
2021-03-11,Adj Close,6954.T,25873.63671875
2021-03-12,Adj Close,6954.T,26758.037109375
2021-03-15,Adj Close,6954.T,26649.94140625
2021-03-16,Adj Close,6954.T,26708.90234375
2021-03-17,Adj Close,6954.T,26527.109375
2021-03-18,Adj Close,6954.T,27043.0078125
2021-03-19,Adj Close,6954.T,26251.962890625
2021-03-22,Adj Close,6954.T,25421.609375
2021-03-23,Adj Close,6954.T,25018.71484375
2021-03-24,Adj Close,6954.T,24758.306640625
2021-03-25,Adj Close,6954.T,25750.80078125
2021-03-26,Adj Close,6954.T,25976.81640625
2021-03-29,Adj Close,6954.T,26325.662109375
2021-03-30,Adj Close,6954.T,26564.4609375
2021-03-31,Adj Close,6954.T,25930.67578125
2021-04-01,Adj Close,6954.T,27247.7578125
2021-04-02,Adj Close,6954.T,27772.611328125
2021-04-05,Adj Close,6954.T,27609.212890625
2021-04-06,Adj Close,6954.T,27554.748046875
2021-04-07,Adj Close,6954.T,27411.15625
2021-04-08,Adj Close,6954.T,27718.14453125
2021-04-09,Adj Close,6954.T,27822.125
2021-04-12,Adj Close,6954.T,27331.93359375
2021-04-13,Adj Close,6954.T,27341.8359375
2021-04-14,Adj Close,6954.T,27148.73046875
2021-04-15,Adj Close,6954.T,26906.109375
2021-04-16,Adj Close,6954.T,26990.283203125
2021-04-19,Adj Close,6954.T,27153.681640625
2021-04-20,Adj Close,6954.T,26480.28515625
2021-04-21,Adj Close,6954.T,25579.125
2021-04-22,Adj Close,6954.T,26158.44140625
2021-04-23,Adj Close,6954.T,25361.26171875
2021-04-26,Adj Close,6954.T,25529.609375
2021-04-27,Adj Close,6954.T,25168.154296875
2021-04-28,Adj Close,6954.T,25678.15234375
2021-04-30,Adj Close,6954.T,24930.486328125
2021-05-06,Adj Close,6954.T,25945.53125
2021-05-07,Adj Close,6954.T,26242.6171875
2021-05-10,Adj Close,6954.T,26321.83984375
2021-05-11,Adj Close,6954.T,25277.0859375
2021-05-12,Adj Close,6954.T,24474.953125
2021-05-13,Adj Close,6954.T,24078.837890625
2021-05-14,Adj Close,6954.T,24747.283203125
2021-05-17,Adj Close,6954.T,24336.3125
2021-05-18,Adj Close,6954.T,25009.708984375
2021-05-19,Adj Close,6954.T,24767.087890625
2021-05-20,Adj Close,6954.T,24613.59375
2021-05-21,Adj Close,6954.T,24846.310546875
2021-05-24,Adj Close,6954.T,25242.42578125
2021-05-25,Adj Close,6954.T,25514.755859375
2021-05-26,Adj Close,6954.T,25846.501953125
2021-05-27,Adj Close,6954.T,25499.900390625
2021-05-28,Adj Close,6954.T,26252.51953125
2021-05-31,Adj Close,6954.T,26044.55859375
2021-06-01,Adj Close,6954.T,26004.947265625
2021-06-02,Adj Close,6954.T,25742.521484375
2021-06-03,Adj Close,6954.T,26133.685546875
2021-06-04,Adj Close,6954.T,25549.416015625
2021-06-07,Adj Close,6954.T,25757.375
2021-06-08,Adj Close,6954.T,25296.892578125
2021-06-09,Adj Close,6954.T,25683.103515625
2021-06-10,Adj Close,6954.T,26133.685546875
2021-06-11,Adj Close,6954.T,25965.3359375
2021-06-14,Adj Close,6954.T,26782.32421875
2021-06-15,Adj Close,6954.T,26901.158203125
2021-06-16,Adj Close,6954.T,27084.361328125
2021-06-17,Adj Close,6954.T,27054.65234375
2021-06-18,Adj Close,6954.T,27138.826171875
2021-06-21,Adj Close,6954.T,25613.78515625
2021-06-22,Adj Close,6954.T,26316.888671875
2021-06-23,Adj Close,6954.T,26356.5
2021-06-24,Adj Close,6954.T,26183.19921875
2021-06-25,Adj Close,6954.T,26618.92578125
2021-06-28,Adj Close,6954.T,26539.703125
2021-06-29,Adj Close,6954.T,26514.9453125
2021-06-30,Adj Close,6954.T,26534.751953125
2021-07-01,Adj Close,6954.T,26569.412109375
2021-07-02,Adj Close,6954.T,26648.634765625
2021-07-05,Adj Close,6954.T,26698.1484375
2021-07-06,Adj Close,6954.T,26802.12890625
2021-07-07,Adj Close,6954.T,26544.654296875
2021-07-08,Adj Close,6954.T,26326.791015625
2021-07-09,Adj Close,6954.T,25579.125
2021-07-12,Adj Close,6954.T,27267.564453125
2021-07-13,Adj Close,6954.T,27802.3203125
2021-07-14,Adj Close,6954.T,27297.2734375
2021-07-15,Adj Close,6954.T,26579.314453125
2021-07-16,Adj Close,6954.T,26524.84765625
2021-07-19,Adj Close,6954.T,25509.8046875
2021-07-20,Adj Close,6954.T,24895.826171875
2021-07-21,Adj Close,6954.T,24984.951171875
2021-07-26,Adj Close,6954.T,25108.73828125
2021-07-27,Adj Close,6954.T,25222.62109375
2021-07-28,Adj Close,6954.T,25158.251953125
2021-07-29,Adj Close,6954.T,25742.521484375
2021-07-30,Adj Close,6954.T,24143.20703125
2021-08-02,Adj Close,6954.T,24851.263671875
2021-08-03,Adj Close,6954.T,24663.107421875
2021-08-04,Adj Close,6954.T,24806.69921875
2021-08-05,Adj Close,6954.T,24900.77734375
2021-08-06,Adj Close,6954.T,24767.087890625
2021-08-10,Adj Close,6954.T,24603.69140625
2021-08-11,Adj Close,6954.T,24767.087890625
2021-08-12,Adj Close,6954.T,24628.447265625
2021-08-13,Adj Close,6954.T,24212.52734375
2021-08-16,Adj Close,6954.T,23539.1328125
2021-08-17,Adj Close,6954.T,23474.763671875
2021-08-18,Adj Close,6954.T,23662.91796875
2021-08-19,Adj Close,6954.T,23172.7265625
2021-08-20,Adj Close,6954.T,22415.15625
2021-08-23,Adj Close,6954.T,22944.958984375
2021-08-24,Adj Close,6954.T,23306.4140625
2021-08-25,Adj Close,6954.T,23578.744140625
2021-08-26,Adj Close,6954.T,23192.53125
2021-08-27,Adj Close,6954.T,22974.66796875
2021-08-30,Adj Close,6954.T,23326.220703125
2021-08-31,Adj Close,6954.T,23756.99609375
2021-09-01,Adj Close,6954.T,24252.138671875
2021-09-02,Adj Close,6954.T,24474.953125
2021-09-03,Adj Close,6954.T,25321.6484375
2021-09-06,Adj Close,6954.T,25777.181640625
2021-09-07,Adj Close,6954.T,25866.306640625
2021-09-08,Adj Close,6954.T,25841.55078125
2021-09-09,Adj Close,6954.T,25727.66796875
2021-09-10,Adj Close,6954.T,26049.509765625
2021-09-13,Adj Close,6954.T,26168.345703125
2021-09-14,Adj Close,6954.T,26722.90625
2021-09-15,Adj Close,6954.T,26618.92578125
2021-09-16,Adj Close,6954.T,26039.607421875
2021-09-17,Adj Close,6954.T,26371.353515625
2021-09-21,Adj Close,6954.T,25326.6015625
2021-09-22,Adj Close,6954.T,24623.49609375
2021-09-24,Adj Close,6954.T,25178.05859375
2021-09-27,Adj Close,6954.T,25009.708984375
2021-09-28,Adj Close,6954.T,25083.98046875
2021-09-29,Adj Close,6954.T,24780.0
2021-09-30,Adj Close,6954.T,24565.0
2021-10-01,Adj Close,6954.T,24035.0
2021-10-04,Adj Close,6954.T,23000.0
2021-10-05,Adj Close,6954.T,22500.0
2021-10-06,Adj Close,6954.T,22150.0
2021-10-07,Adj Close,6954.T,22425.0
2021-10-08,Adj Close,6954.T,22625.0
2021-10-11,Adj Close,6954.T,23185.0
2021-10-12,Adj Close,6954.T,22800.0
2021-10-13,Adj Close,6954.T,22700.0
2021-10-14,Adj Close,6954.T,23220.0
2021-10-15,Adj Close,6954.T,24525.0
2021-10-18,Adj Close,6954.T,24535.0
2021-10-19,Adj Close,6954.T,24930.0
2021-10-20,Adj Close,6954.T,24890.0
2021-10-21,Adj Close,6954.T,24370.0
2021-10-22,Adj Close,6954.T,24395.0
2021-10-25,Adj Close,6954.T,24255.0
2021-10-26,Adj Close,6954.T,24560.0
2021-10-27,Adj Close,6954.T,24360.0
2021-10-28,Adj Close,6954.T,22250.0
2021-10-29,Adj Close,6954.T,22310.0
2021-11-01,Adj Close,6954.T,22935.0
2021-11-02,Adj Close,6954.T,22880.0
2021-11-04,Adj Close,6954.T,22860.0
2021-11-05,Adj Close,6954.T,22755.0
2021-11-08,Adj Close,6954.T,22630.0
2021-11-09,Adj Close,6954.T,22155.0
2021-11-10,Adj Close,6954.T,22200.0
2021-11-11,Adj Close,6954.T,23015.0
2021-11-12,Adj Close,6954.T,23175.0
2021-11-15,Adj Close,6954.T,23595.0
2021-11-16,Adj Close,6954.T,23445.0
2021-11-17,Adj Close,6954.T,23380.0
2021-11-18,Adj Close,6954.T,23635.0
2021-11-19,Adj Close,6954.T,23355.0
2021-11-22,Adj Close,6954.T,23350.0
2021-11-24,Adj Close,6954.T,23140.0
2021-11-25,Adj Close,6954.T,23670.0
2021-11-26,Adj Close,6954.T,23035.0
2021-11-29,Adj Close,6954.T,22805.0
2021-11-30,Adj Close,6954.T,22245.0
2021-12-01,Adj Close,6954.T,23235.0
2021-12-02,Adj Close,6954.T,23140.0
2021-12-03,Adj Close,6954.T,23045.0
2021-12-06,Adj Close,6954.T,23255.0
2021-12-07,Adj Close,6954.T,23545.0
2021-12-08,Adj Close,6954.T,24500.0
2021-12-09,Adj Close,6954.T,24050.0
2021-12-10,Adj Close,6954.T,24030.0
2021-12-13,Adj Close,6954.T,24240.0
2021-12-14,Adj Close,6954.T,24000.0
2021-12-15,Adj Close,6954.T,24160.0
2021-12-16,Adj Close,6954.T,24725.0
2021-12-17,Adj Close,6954.T,24255.0
2021-12-20,Adj Close,6954.T,23535.0
2021-12-21,Adj Close,6954.T,24175.0
2021-12-22,Adj Close,6954.T,23960.0
2021-12-23,Adj Close,6954.T,24045.0
2021-12-24,Adj Close,6954.T,24155.0
2021-12-27,Adj Close,6954.T,24045.0
2021-12-28,Adj Close,6954.T,24640.0
2021-12-29,Adj Close,6954.T,24480.0
2021-12-30,Adj Close,6954.T,24380.0
2022-01-04,Adj Close,6954.T,24870.0
2022-01-05,Adj Close,6954.T,25300.0
2022-01-06,Adj Close,6954.T,24650.0
2022-01-07,Adj Close,6954.T,24775.0
2021-01-12,Adj Close,4689.T,685.4739379882812
2021-01-13,Adj Close,4689.T,691.018798828125
2021-01-14,Adj Close,4689.T,699.9300537109375
2021-01-15,Adj Close,4689.T,710.3265380859375
2021-01-18,Adj Close,4689.T,693.0980834960938
2021-01-19,Adj Close,4689.T,696.860595703125
2021-01-20,Adj Close,4689.T,675.5725708007812
2021-01-21,Adj Close,4689.T,682.5035400390625
2021-01-22,Adj Close,4689.T,692.9000244140625
2021-01-25,Adj Close,4689.T,683.295654296875
2021-01-26,Adj Close,4689.T,678.4439697265625
2021-01-27,Adj Close,4689.T,683.1966552734375
2021-01-28,Adj Close,4689.T,652.7003784179688
2021-01-29,Adj Close,4689.T,643.9871215820312
2021-02-01,Adj Close,4689.T,669.1366577148438
2021-02-02,Adj Close,4689.T,683.6917114257812
2021-02-03,Adj Close,4689.T,701.0191650390625
2021-02-04,Adj Close,4689.T,656.3638916015625
2021-02-05,Adj Close,4689.T,649.5319213867188
2021-02-08,Adj Close,4689.T,660.4234619140625
2021-02-09,Adj Close,4689.T,665.7702026367188
2021-02-10,Adj Close,4689.T,656.660888671875
2021-02-12,Adj Close,4689.T,668.3445434570312
2021-02-15,Adj Close,4689.T,660.1264038085938
2021-02-16,Adj Close,4689.T,666.0672607421875
2021-02-17,Adj Close,4689.T,655.2747192382812
2021-02-18,Adj Close,4689.T,632.7985229492188
2021-02-19,Adj Close,4689.T,635.8679809570312
2021-02-22,Adj Close,4689.T,654.4826049804688
2021-02-24,Adj Close,4689.T,647.9476928710938
2021-02-25,Adj Close,4689.T,655.8688354492188
2021-02-26,Adj Close,4689.T,642.1058349609375
2021-03-01,Adj Close,4689.T,661.9086303710938
2021-03-02,Adj Close,4689.T,630.026123046875
2021-03-03,Adj Close,4689.T,625.6695556640625
2021-03-04,Adj Close,4689.T,599.6287841796875
2021-03-05,Adj Close,4689.T,595.4702758789062
2021-03-08,Adj Close,4689.T,595.8662719726562
2021-03-09,Adj Close,4689.T,597.549560546875
2021-03-10,Adj Close,4689.T,601.9061889648438
2021-03-11,Adj Close,4689.T,597.2525024414062
2021-03-12,Adj Close,4689.T,614.3818969726562
2021-03-15,Adj Close,4689.T,598.7377319335938
2021-03-16,Adj Close,4689.T,611.9065551757812
2021-03-17,Adj Close,4689.T,604.9755859375
2021-03-18,Adj Close,4689.T,595.5692749023438
2021-03-19,Adj Close,4689.T,575.370361328125
2021-03-22,Adj Close,4689.T,560.8153686523438
2021-03-23,Adj Close,4689.T,560.3203125
2021-03-24,Adj Close,4689.T,543.0918579101562
2021-03-25,Adj Close,4689.T,541.2105712890625
2021-03-26,Adj Close,4689.T,554.3794555664062
2021-03-29,Adj Close,4689.T,558.3400268554688
2021-03-30,Adj Close,4689.T,560.2000122070312
2021-03-31,Adj Close,4689.T,550.5999755859375
2021-04-01,Adj Close,4689.T,563.0999755859375
2021-04-02,Adj Close,4689.T,566.9000244140625
2021-04-05,Adj Close,4689.T,573.0
2021-04-06,Adj Close,4689.T,566.2999877929688
2021-04-07,Adj Close,4689.T,557.7000122070312
2021-04-08,Adj Close,4689.T,551.0
2021-04-09,Adj Close,4689.T,545.9000244140625
2021-04-12,Adj Close,4689.T,542.2000122070312
2021-04-13,Adj Close,4689.T,547.0
2021-04-14,Adj Close,4689.T,556.2999877929688
2021-04-15,Adj Close,4689.T,563.0999755859375
2021-04-16,Adj Close,4689.T,566.2000122070312
2021-04-19,Adj Close,4689.T,567.7000122070312
2021-04-20,Adj Close,4689.T,561.9000244140625
2021-04-21,Adj Close,4689.T,540.5
2021-04-22,Adj Close,4689.T,542.0
2021-04-23,Adj Close,4689.T,521.0
2021-04-26,Adj Close,4689.T,517.5999755859375
2021-04-27,Adj Close,4689.T,533.0
2021-04-28,Adj Close,4689.T,544.0
2021-04-30,Adj Close,4689.T,505.0
2021-05-06,Adj Close,4689.T,486.1000061035156
2021-05-07,Adj Close,4689.T,485.5
2021-05-10,Adj Close,4689.T,475.20001220703125
2021-05-11,Adj Close,4689.T,462.5
2021-05-12,Adj Close,4689.T,455.79998779296875
2021-05-13,Adj Close,4689.T,442.20001220703125
2021-05-14,Adj Close,4689.T,455.29998779296875
2021-05-17,Adj Close,4689.T,470.8999938964844
2021-05-18,Adj Close,4689.T,471.20001220703125
2021-05-19,Adj Close,4689.T,469.1000061035156
2021-05-20,Adj Close,4689.T,471.3999938964844
2021-05-21,Adj Close,4689.T,473.8999938964844
2021-05-24,Adj Close,4689.T,470.3999938964844
2021-05-25,Adj Close,4689.T,485.8999938964844
2021-05-26,Adj Close,4689.T,502.29998779296875
2021-05-27,Adj Close,4689.T,518.7999877929688
2021-05-28,Adj Close,4689.T,525.5999755859375
2021-05-31,Adj Close,4689.T,514.5999755859375
2021-06-01,Adj Close,4689.T,517.2999877929688
2021-06-02,Adj Close,4689.T,519.5999755859375
2021-06-03,Adj Close,4689.T,513.0
2021-06-04,Adj Close,4689.T,500.0
2021-06-07,Adj Close,4689.T,505.29998779296875
2021-06-08,Adj Close,4689.T,514.4000244140625
2021-06-09,Adj Close,4689.T,507.79998779296875
2021-06-10,Adj Close,4689.T,499.79998779296875
2021-06-11,Adj Close,4689.T,502.6000061035156
2021-06-14,Adj Close,4689.T,508.29998779296875
2021-06-15,Adj Close,4689.T,524.7999877929688
2021-06-16,Adj Close,4689.T,539.7000122070312
2021-06-17,Adj Close,4689.T,554.0999755859375
2021-06-18,Adj Close,4689.T,534.0999755859375
2021-06-21,Adj Close,4689.T,524.5999755859375
2021-06-22,Adj Close,4689.T,543.5
2021-06-23,Adj Close,4689.T,558.9000244140625
2021-06-24,Adj Close,4689.T,557.0999755859375
2021-06-25,Adj Close,4689.T,561.2000122070312
2021-06-28,Adj Close,4689.T,554.5999755859375
2021-06-29,Adj Close,4689.T,554.0
2021-06-30,Adj Close,4689.T,556.7999877929688
2021-07-01,Adj Close,4689.T,546.2000122070312
2021-07-02,Adj Close,4689.T,549.2000122070312
2021-07-05,Adj Close,4689.T,546.0
2021-07-06,Adj Close,4689.T,551.9000244140625
2021-07-07,Adj Close,4689.T,555.7999877929688
2021-07-08,Adj Close,4689.T,559.0999755859375
2021-07-09,Adj Close,4689.T,544.2999877929688
2021-07-12,Adj Close,4689.T,559.7000122070312
2021-07-13,Adj Close,4689.T,561.0
2021-07-14,Adj Close,4689.T,589.7000122070312
2021-07-15,Adj Close,4689.T,590.7999877929688
2021-07-16,Adj Close,4689.T,574.4000244140625
2021-07-19,Adj Close,4689.T,577.7000122070312
2021-07-20,Adj Close,4689.T,568.4000244140625
2021-07-21,Adj Close,4689.T,568.5999755859375
2021-07-26,Adj Close,4689.T,581.0999755859375
2021-07-27,Adj Close,4689.T,592.5999755859375
2021-07-28,Adj Close,4689.T,570.2000122070312
2021-07-29,Adj Close,4689.T,559.0999755859375
2021-07-30,Adj Close,4689.T,546.5
2021-08-02,Adj Close,4689.T,558.5
2021-08-03,Adj Close,4689.T,565.7000122070312
2021-08-04,Adj Close,4689.T,621.0
2021-08-05,Adj Close,4689.T,611.7999877929688
2021-08-06,Adj Close,4689.T,618.5999755859375
2021-08-10,Adj Close,4689.T,614.5999755859375
2021-08-11,Adj Close,4689.T,629.5999755859375
2021-08-12,Adj Close,4689.T,619.0999755859375
2021-08-13,Adj Close,4689.T,626.2999877929688
2021-08-16,Adj Close,4689.T,622.4000244140625
2021-08-17,Adj Close,4689.T,629.7999877929688
2021-08-18,Adj Close,4689.T,628.2000122070312
2021-08-19,Adj Close,4689.T,652.7999877929688
2021-08-20,Adj Close,4689.T,650.2000122070312
2021-08-23,Adj Close,4689.T,668.7999877929688
2021-08-24,Adj Close,4689.T,671.0999755859375
2021-08-25,Adj Close,4689.T,686.2000122070312
2021-08-26,Adj Close,4689.T,688.5
2021-08-27,Adj Close,4689.T,684.0
2021-08-30,Adj Close,4689.T,694.5999755859375
2021-08-31,Adj Close,4689.T,717.0
2021-09-01,Adj Close,4689.T,718.0999755859375
2021-09-02,Adj Close,4689.T,724.0
2021-09-03,Adj Close,4689.T,732.0999755859375
2021-09-06,Adj Close,4689.T,740.2999877929688
2021-09-07,Adj Close,4689.T,717.2000122070312
2021-09-08,Adj Close,4689.T,728.5
2021-09-09,Adj Close,4689.T,710.2999877929688
2021-09-10,Adj Close,4689.T,706.0999755859375
2021-09-13,Adj Close,4689.T,704.0
2021-09-14,Adj Close,4689.T,740.9000244140625
2021-09-15,Adj Close,4689.T,739.5
2021-09-16,Adj Close,4689.T,735.7000122070312
2021-09-17,Adj Close,4689.T,738.0999755859375
2021-09-21,Adj Close,4689.T,734.5
2021-09-22,Adj Close,4689.T,732.0
2021-09-24,Adj Close,4689.T,757.4000244140625
2021-09-27,Adj Close,4689.T,744.2000122070312
2021-09-28,Adj Close,4689.T,751.2999877929688
2021-09-29,Adj Close,4689.T,740.0
2021-09-30,Adj Close,4689.T,717.7000122070312
2021-10-01,Adj Close,4689.T,717.0999755859375
2021-10-04,Adj Close,4689.T,712.9000244140625
2021-10-05,Adj Close,4689.T,673.2999877929688
2021-10-06,Adj Close,4689.T,686.7000122070312
2021-10-07,Adj Close,4689.T,690.5999755859375
2021-10-08,Adj Close,4689.T,691.9000244140625
2021-10-11,Adj Close,4689.T,712.2999877929688
2021-10-12,Adj Close,4689.T,692.2000122070312
2021-10-13,Adj Close,4689.T,689.4000244140625
2021-10-14,Adj Close,4689.T,696.2999877929688
2021-10-15,Adj Close,4689.T,687.7000122070312
