Date,Attributes,Symbols,value
2021-06-01,High,6098.T,5592.0
2021-06-02,High,6098.T,5672.0
2021-06-03,High,6098.T,5720.0
2021-06-04,High,6098.T,5636.0
2021-06-07,High,6098.T,5707.0
2021-06-08,High,6098.T,5811.0
2021-06-09,High,6098.T,5799.0
2021-06-10,High,6098.T,5832.0
2021-06-11,High,6098.T,5803.0
2021-06-14,High,6098.T,5687.0
2021-06-15,High,6098.T,5768.0
2021-06-16,High,6098.T,5661.0
2021-06-17,High,6098.T,5582.0
2021-06-18,High,6098.T,5573.0
2021-06-21,High,6098.T,5419.0
2021-06-22,High,6098.T,5675.0
2021-06-23,High,6098.T,5635.0
2021-06-24,High,6098.T,5587.0
2021-06-25,High,6098.T,5567.0
2021-06-28,High,6098.T,5573.0
2021-06-29,High,6098.T,5563.0
2021-06-30,High,6098.T,5546.0
2021-07-01,High,6098.T,5513.0
2021-07-02,High,6098.T,5529.0
2021-07-05,High,6098.T,5627.0
2021-07-06,High,6098.T,5723.0
2021-07-07,High,6098.T,5647.0
2021-07-08,High,6098.T,5644.0
2021-07-09,High,6098.T,5537.0
2021-07-12,High,6098.T,5752.0
2021-07-13,High,6098.T,5768.0
2021-07-14,High,6098.T,5724.0
2021-07-15,High,6098.T,5662.0
2021-07-16,High,6098.T,5667.0
2021-07-19,High,6098.T,5617.0
2021-07-20,High,6098.T,5523.0
2021-07-21,High,6098.T,5597.0
2021-07-26,High,6098.T,5793.0
2021-07-27,High,6098.T,5852.0
2021-07-28,High,6098.T,5731.0
2021-07-29,High,6098.T,5762.0
2021-07-30,High,6098.T,5769.0
2021-08-02,High,6098.T,5720.0
2021-08-03,High,6098.T,5648.0
2021-08-04,High,6098.T,5624.0
2021-08-05,High,6098.T,5691.0
2021-08-06,High,6098.T,5760.0
2021-08-10,High,6098.T,5921.0
2021-08-11,High,6098.T,5926.0
2021-08-12,High,6098.T,5888.0
2021-08-13,High,6098.T,6477.0
2021-08-16,High,6098.T,6344.0
2021-08-17,High,6098.T,6129.0
2021-08-18,High,6098.T,6124.0
2021-08-19,High,6098.T,6104.0
2021-08-20,High,6098.T,6127.0
2021-08-23,High,6098.T,6319.0
2021-08-24,High,6098.T,6395.0
2021-08-25,High,6098.T,6354.0
2021-08-26,High,6098.T,6299.0
2021-08-27,High,6098.T,6323.0
2021-08-30,High,6098.T,6419.0
2021-08-31,High,6098.T,6515.0
2021-09-01,High,6098.T,6515.0
2021-09-02,High,6098.T,6489.0
2021-09-03,High,6098.T,6531.0
2021-09-06,High,6098.T,6659.0
2021-09-07,High,6098.T,6771.0
2021-09-08,High,6098.T,6870.0
2021-09-09,High,6098.T,6898.0
2021-09-10,High,6098.T,6987.0
2021-09-13,High,6098.T,7000.0
2021-09-14,High,6098.T,7136.0
2021-09-15,High,6098.T,7057.0
2021-09-16,High,6098.T,6999.0
2021-09-17,High,6098.T,7050.0
2021-09-21,High,6098.T,7042.0
2021-09-22,High,6098.T,7017.0
2021-09-24,High,6098.T,7152.0
2021-09-27,High,6098.T,7199.0
2021-09-28,High,6098.T,7085.0
2021-09-29,High,6098.T,6910.0
2021-09-30,High,6098.T,6949.0
2021-10-01,High,6098.T,6959.0
2021-10-04,High,6098.T,6938.0
2021-10-05,High,6098.T,6783.0
2021-10-06,High,6098.T,6878.0
2021-10-07,High,6098.T,6783.0
2021-10-08,High,6098.T,6985.0
2021-10-11,High,6098.T,7159.0
2021-10-12,High,6098.T,7183.0
2021-10-13,High,6098.T,7177.0
2021-10-14,High,6098.T,7256.0
2021-10-15,High,6098.T,7350.0
2021-10-18,High,6098.T,7359.0
2021-10-19,High,6098.T,7371.0
2021-10-20,High,6098.T,7364.0
2021-10-21,High,6098.T,7162.0
2021-10-22,High,6098.T,7097.0
2021-10-25,High,6098.T,7223.0
2021-10-26,High,6098.T,7400.0
2021-10-27,High,6098.T,7501.0
2021-10-28,High,6098.T,7508.0
2021-10-29,High,6098.T,7573.0
2021-11-01,High,6098.T,7750.0
2021-11-02,High,6098.T,7780.0
2021-11-04,High,6098.T,7843.0
2021-11-05,High,6098.T,7880.0
2021-11-08,High,6098.T,7918.0
2021-11-09,High,6098.T,7957.0
2021-11-10,High,6098.T,7891.0
2021-11-11,High,6098.T,7852.0
2021-11-12,High,6098.T,8072.0
2021-11-15,High,6098.T,8180.0
2021-11-16,High,6098.T,7979.0
2021-11-17,High,6098.T,7807.0
2021-11-18,High,6098.T,7654.0
2021-11-19,High,6098.T,7599.0
2021-11-22,High,6098.T,7617.0
2021-11-24,High,6098.T,7520.0
2021-11-25,High,6098.T,7239.0
2021-11-26,High,6098.T,7166.0
2021-11-29,High,6098.T,7111.0
2021-11-30,High,6098.T,7116.0
2021-12-01,High,6098.T,7071.0
2021-12-02,High,6098.T,7111.0
2021-12-03,High,6098.T,7235.0
2021-12-06,High,6098.T,7248.0
2021-12-07,High,6098.T,7260.0
2021-12-08,High,6098.T,7378.0
2021-12-09,High,6098.T,7428.0
2021-12-10,High,6098.T,7060.0
2021-12-13,High,6098.T,7054.0
2021-12-14,High,6098.T,6689.0
2021-12-15,High,6098.T,6840.0
2021-12-16,High,6098.T,6997.0
2021-12-17,High,6098.T,6860.0
2021-12-20,High,6098.T,6585.0
2021-12-21,High,6098.T,6631.0
2021-12-22,High,6098.T,6705.0
2021-12-23,High,6098.T,6947.0
2021-12-24,High,6098.T,7010.0
2021-12-27,High,6098.T,6975.0
2021-12-28,High,6098.T,7095.0
2021-12-29,High,6098.T,7052.0
2021-12-30,High,6098.T,7093.0
2022-01-04,High,6098.T,7109.0
2022-01-05,High,6098.T,7136.0
2022-01-06,High,6098.T,6711.0
2022-01-07,High,6098.T,6542.0
2021-01-12,High,8035.T,41400.0
2021-01-13,High,8035.T,43300.0
2021-01-14,High,8035.T,43680.0
2021-01-15,High,8035.T,44660.0
2021-01-18,High,8035.T,43680.0
2021-01-19,High,8035.T,44250.0
2021-01-20,High,8035.T,45080.0
2021-01-21,High,8035.T,44750.0
2021-01-22,High,8035.T,44190.0
2021-01-25,High,8035.T,43980.0
2021-01-26,High,8035.T,45170.0
2021-01-27,High,8035.T,44550.0
2021-01-28,High,8035.T,43060.0
2021-01-29,High,8035.T,42870.0
2021-02-01,High,8035.T,40800.0
2021-02-02,High,8035.T,41480.0
2021-02-03,High,8035.T,41770.0
2021-02-04,High,8035.T,40340.0
2021-02-05,High,8035.T,40670.0
2021-02-08,High,8035.T,41440.0
2021-02-09,High,8035.T,42100.0
2021-02-10,High,8035.T,42040.0
2021-02-12,High,8035.T,43570.0
2021-02-15,High,8035.T,43650.0
2021-02-16,High,8035.T,44690.0
2021-02-17,High,8035.T,43690.0
2021-02-18,High,8035.T,43300.0
2021-02-19,High,8035.T,43800.0
2021-02-22,High,8035.T,46480.0
2021-02-24,High,8035.T,46140.0
2021-02-25,High,8035.T,46820.0
2021-02-26,High,8035.T,44700.0
2021-03-01,High,8035.T,45260.0
2021-03-02,High,8035.T,45490.0
2021-03-03,High,8035.T,43980.0
2021-03-04,High,8035.T,43200.0
2021-03-05,High,8035.T,41690.0
2021-03-08,High,8035.T,42490.0
2021-03-09,High,8035.T,41420.0
2021-03-10,High,8035.T,42380.0
2021-03-11,High,8035.T,40480.0
2021-03-12,High,8035.T,42310.0
2021-03-15,High,8035.T,42180.0
2021-03-16,High,8035.T,42780.0
2021-03-17,High,8035.T,43100.0
2021-03-18,High,8035.T,44070.0
2021-03-19,High,8035.T,42420.0
2021-03-22,High,8035.T,42010.0
2021-03-23,High,8035.T,43080.0
2021-03-24,High,8035.T,44840.0
2021-03-25,High,8035.T,43980.0
2021-03-26,High,8035.T,44770.0
2021-03-29,High,8035.T,46180.0
2021-03-30,High,8035.T,46650.0
2021-03-31,High,8035.T,47320.0
2021-04-01,High,8035.T,49200.0
2021-04-02,High,8035.T,51130.0
2021-04-05,High,8035.T,51300.0
2021-04-06,High,8035.T,50570.0
2021-04-07,High,8035.T,49840.0
2021-04-08,High,8035.T,49920.0
2021-04-09,High,8035.T,50420.0
2021-04-12,High,8035.T,49980.0
2021-04-13,High,8035.T,49960.0
2021-04-14,High,8035.T,49980.0
2021-04-15,High,8035.T,49270.0
2021-04-16,High,8035.T,49630.0
2021-04-19,High,8035.T,50120.0
2021-04-20,High,8035.T,49380.0
2021-04-21,High,8035.T,48530.0
2021-04-22,High,8035.T,49600.0
2021-04-23,High,8035.T,48880.0
2021-04-26,High,8035.T,49220.0
2021-04-27,High,8035.T,50050.0
2021-04-28,High,8035.T,49670.0
2021-04-30,High,8035.T,49340.0
2021-05-06,High,8035.T,48850.0
2021-05-07,High,8035.T,50150.0
2021-05-10,High,8035.T,50700.0
2021-05-11,High,8035.T,48900.0
2021-05-12,High,8035.T,48870.0
2021-05-13,High,8035.T,45280.0
2021-05-14,High,8035.T,46480.0
2021-05-17,High,8035.T,47130.0
2021-05-18,High,8035.T,45420.0
2021-05-19,High,8035.T,45230.0
2021-05-20,High,8035.T,45990.0
2021-05-21,High,8035.T,46880.0
2021-05-24,High,8035.T,46690.0
2021-05-25,High,8035.T,47110.0
2021-05-26,High,8035.T,47320.0
2021-05-27,High,8035.T,47220.0
2021-05-28,High,8035.T,48370.0
2021-05-31,High,8035.T,48670.0
2021-06-01,High,8035.T,49140.0
2021-06-02,High,8035.T,48610.0
2021-06-03,High,8035.T,49300.0
2021-06-04,High,8035.T,49040.0
2021-06-07,High,8035.T,49530.0
2021-06-08,High,8035.T,49110.0
2021-06-09,High,8035.T,47550.0
2021-06-10,High,8035.T,47770.0
2021-06-11,High,8035.T,48390.0
2021-06-14,High,8035.T,48680.0
2021-06-15,High,8035.T,49500.0
2021-06-16,High,8035.T,49190.0
2021-06-17,High,8035.T,49240.0
2021-06-18,High,8035.T,50110.0
2021-06-21,High,8035.T,48590.0
2021-06-22,High,8035.T,48400.0
2021-06-23,High,8035.T,48850.0
2021-06-24,High,8035.T,49030.0
2021-06-25,High,8035.T,49360.0
2021-06-28,High,8035.T,48800.0
2021-06-29,High,8035.T,48810.0
2021-06-30,High,8035.T,48330.0
2021-07-01,High,8035.T,48140.0
2021-07-02,High,8035.T,47470.0
2021-07-05,High,8035.T,47130.0
2021-07-06,High,8035.T,47130.0
2021-07-07,High,8035.T,47000.0
2021-07-08,High,8035.T,46350.0
2021-07-09,High,8035.T,45980.0
2021-07-12,High,8035.T,46710.0
2021-07-13,High,8035.T,46900.0
2021-07-14,High,8035.T,46750.0
2021-07-15,High,8035.T,46510.0
2021-07-16,High,8035.T,45910.0
2021-07-19,High,8035.T,45150.0
2021-07-20,High,8035.T,45220.0
2021-07-21,High,8035.T,45140.0
2021-07-26,High,8035.T,46120.0
2021-07-27,High,8035.T,45670.0
2021-07-28,High,8035.T,44900.0
2021-07-29,High,8035.T,45540.0
2021-07-30,High,8035.T,45630.0
2021-08-02,High,8035.T,46620.0
2021-08-03,High,8035.T,46860.0
2021-08-04,High,8035.T,46460.0
2021-08-05,High,8035.T,47490.0
2021-08-06,High,8035.T,47400.0
2021-08-10,High,8035.T,47710.0
2021-08-11,High,8035.T,46560.0
2021-08-12,High,8035.T,45640.0
2021-08-13,High,8035.T,44900.0
2021-08-16,High,8035.T,45200.0
2021-08-17,High,8035.T,46270.0
2021-08-18,High,8035.T,44580.0
2021-08-19,High,8035.T,43720.0
2021-08-20,High,8035.T,43570.0
2021-08-23,High,8035.T,44190.0
2021-08-24,High,8035.T,45240.0
2021-08-25,High,8035.T,45220.0
2021-08-26,High,8035.T,45880.0
2021-08-27,High,8035.T,46100.0
2021-08-30,High,8035.T,47140.0
2021-08-31,High,8035.T,47270.0
2021-09-01,High,8035.T,47610.0
2021-09-02,High,8035.T,48250.0
2021-09-03,High,8035.T,49280.0
2021-09-06,High,8035.T,50250.0
2021-09-07,High,8035.T,51000.0
2021-09-08,High,8035.T,51850.0
2021-09-09,High,8035.T,52390.0
2021-09-10,High,8035.T,54610.0
2021-09-13,High,8035.T,56020.0
2021-09-14,High,8035.T,55910.0
2021-09-15,High,8035.T,56640.0
2021-09-16,High,8035.T,56840.0
2021-09-17,High,8035.T,55860.0
2021-09-21,High,8035.T,54850.0
2021-09-22,High,8035.T,54440.0
2021-09-24,High,8035.T,55100.0
2021-09-27,High,8035.T,54480.0
2021-09-28,High,8035.T,54260.0
2021-09-29,High,8035.T,51940.0
2021-09-30,High,8035.T,50500.0
2021-10-01,High,8035.T,50700.0
2021-10-04,High,8035.T,49480.0
2021-10-05,High,8035.T,46390.0
2021-10-06,High,8035.T,47360.0
2021-10-07,High,8035.T,46660.0
2021-10-08,High,8035.T,47840.0
2021-10-11,High,8035.T,47650.0
2021-10-12,High,8035.T,47510.0
2021-10-13,High,8035.T,46620.0
2021-10-14,High,8035.T,48200.0
2021-10-15,High,8035.T,49650.0
2021-10-18,High,8035.T,50140.0
2021-10-19,High,8035.T,51380.0
2021-10-20,High,8035.T,52150.0
2021-10-21,High,8035.T,50060.0
2021-10-22,High,8035.T,51150.0
2021-10-25,High,8035.T,50300.0
2021-10-26,High,8035.T,51520.0
2021-10-27,High,8035.T,51410.0
2021-10-28,High,8035.T,52680.0
2021-10-29,High,8035.T,53090.0
2021-11-01,High,8035.T,55110.0
2021-11-02,High,8035.T,55650.0
2021-11-04,High,8035.T,56820.0
2021-11-05,High,8035.T,57560.0
2021-11-08,High,8035.T,57650.0
2021-11-09,High,8035.T,57930.0
2021-11-10,High,8035.T,56990.0
2021-11-11,High,8035.T,56730.0
2021-11-12,High,8035.T,57710.0
2021-11-15,High,8035.T,59170.0
2021-11-16,High,8035.T,59060.0
2021-11-17,High,8035.T,61130.0
2021-11-18,High,8035.T,61140.0
2021-11-19,High,8035.T,64100.0
2021-11-22,High,8035.T,63200.0
2021-11-24,High,8035.T,62930.0
2021-11-25,High,8035.T,62860.0
2021-11-26,High,8035.T,62430.0
2021-11-29,High,8035.T,61880.0
2021-11-30,High,8035.T,62750.0
2021-12-01,High,8035.T,60900.0
2021-12-02,High,8035.T,60570.0
2021-12-03,High,8035.T,59320.0
2021-12-06,High,8035.T,60400.0
2021-12-07,High,8035.T,61660.0
2021-12-08,High,8035.T,63680.0
2021-12-09,High,8035.T,63340.0
2021-12-10,High,8035.T,62680.0
2021-12-13,High,8035.T,62880.0
2021-12-14,High,8035.T,62510.0
2021-12-15,High,8035.T,61500.0
2021-12-16,High,8035.T,63290.0
2021-12-17,High,8035.T,62340.0
2021-12-20,High,8035.T,61170.0
2021-12-21,High,8035.T,62310.0
2021-12-22,High,8035.T,62990.0
2021-12-23,High,8035.T,63500.0
2021-12-24,High,8035.T,64750.0
2021-12-27,High,8035.T,65650.0
2021-12-28,High,8035.T,66990.0
2021-12-29,High,8035.T,66550.0
2021-12-30,High,8035.T,66590.0
2022-01-04,High,8035.T,69170.0
2022-01-05,High,8035.T,68290.0
2022-01-06,High,8035.T,66670.0
2022-01-07,High,8035.T,66260.0
2021-01-12,High,9984.T,8108.0
2021-01-13,High,9984.T,8465.0
2021-01-14,High,9984.T,8704.0
2021-01-15,High,9984.T,8771.0
2021-01-18,High,9984.T,8578.0
2021-01-19,High,9984.T,8768.0
2021-01-20,High,9984.T,8887.0
2021-01-21,High,9984.T,9039.0
2021-01-22,High,9984.T,8919.0
2021-01-25,High,9984.T,8812.0
2021-01-26,High,9984.T,8722.0
2021-01-27,High,9984.T,8753.0
2021-01-28,High,9984.T,8397.0
2021-01-29,High,9984.T,8410.0
2021-02-01,High,9984.T,8469.0
2021-02-02,High,9984.T,8667.0
2021-02-03,High,9984.T,8729.0
2021-02-04,High,9984.T,8867.0
2021-02-05,High,9984.T,9081.0
2021-02-08,High,9984.T,9639.0
2021-02-09,High,9984.T,10140.0
2021-02-10,High,9984.T,9988.0
2021-02-12,High,9984.T,9966.0
2021-02-15,High,9984.T,10040.0
2021-02-16,High,9984.T,10500.0
2021-02-17,High,9984.T,10485.0
2021-02-18,High,9984.T,10575.0
2021-02-19,High,9984.T,10410.0
2021-02-22,High,9984.T,10630.0
2021-02-24,High,9984.T,10420.0
2021-02-25,High,9984.T,10460.0
2021-02-26,High,9984.T,10150.0
2021-03-01,High,9984.T,10440.0
2021-03-02,High,9984.T,10665.0
2021-03-03,High,9984.T,10600.0
2021-03-04,High,9984.T,10300.0
2021-03-05,High,9984.T,10070.0
2021-03-08,High,9984.T,10195.0
2021-03-09,High,9984.T,10155.0
2021-03-10,High,9984.T,10225.0
2021-03-11,High,9984.T,10290.0
2021-03-12,High,9984.T,10650.0
2021-03-15,High,9984.T,10615.0
2021-03-16,High,9984.T,10695.0
2021-03-17,High,9984.T,10565.0
2021-03-18,High,9984.T,10515.0
2021-03-19,High,9984.T,10115.0
2021-03-22,High,9984.T,9983.0
2021-03-23,High,9984.T,10010.0
2021-03-24,High,9984.T,9745.0
2021-03-25,High,9984.T,9338.0
2021-03-26,High,9984.T,9369.0
2021-03-29,High,9984.T,9389.0
2021-03-30,High,9984.T,9320.0
2021-03-31,High,9984.T,9362.0
2021-04-01,High,9984.T,9615.0
2021-04-02,High,9984.T,9823.0
2021-04-05,High,9984.T,10010.0
2021-04-06,High,9984.T,10075.0
2021-04-07,High,9984.T,10135.0
2021-04-08,High,9984.T,10020.0
2021-04-09,High,9984.T,10050.0
2021-04-12,High,9984.T,10140.0
2021-04-13,High,9984.T,10200.0
2021-04-14,High,9984.T,10185.0
2021-04-15,High,9984.T,10160.0
2021-04-16,High,9984.T,10200.0
2021-04-19,High,9984.T,10100.0
2021-04-20,High,9984.T,9945.0
2021-04-21,High,9984.T,10040.0
2021-04-22,High,9984.T,10150.0
2021-04-23,High,9984.T,10055.0
2021-04-26,High,9984.T,10200.0
2021-04-27,High,9984.T,10220.0
2021-04-28,High,9984.T,9989.0
2021-04-30,High,9984.T,10025.0
2021-05-06,High,9984.T,10090.0
2021-05-07,High,9984.T,10100.0
2021-05-10,High,9984.T,10200.0
2021-05-11,High,9984.T,10010.0
2021-05-12,High,9984.T,9612.0
2021-05-13,High,9984.T,8895.0
2021-05-14,High,9984.T,8765.0
2021-05-17,High,9984.T,8680.0
2021-05-18,High,9984.T,8697.0
2021-05-19,High,9984.T,8549.0
2021-05-20,High,9984.T,8606.0
2021-05-21,High,9984.T,8699.0
2021-05-24,High,9984.T,8460.0
2021-05-25,High,9984.T,8444.0
2021-05-26,High,9984.T,8341.0
2021-05-27,High,9984.T,8280.0
2021-05-28,High,9984.T,8400.0
2021-05-31,High,9984.T,8400.0
2021-06-01,High,9984.T,8288.0
2021-06-02,High,9984.T,8200.0
2021-06-03,High,9984.T,8321.0
2021-06-04,High,9984.T,8151.0
2021-06-07,High,9984.T,8239.0
2021-06-08,High,9984.T,8109.0
2021-06-09,High,9984.T,8100.0
2021-06-10,High,9984.T,8123.0
2021-06-11,High,9984.T,8100.0
2021-06-14,High,9984.T,8092.0
2021-06-15,High,9984.T,8080.0
2021-06-16,High,9984.T,8019.0
2021-06-17,High,9984.T,8009.0
2021-06-18,High,9984.T,7942.0
2021-06-21,High,9984.T,7659.0
2021-06-22,High,9984.T,7750.0
2021-06-23,High,9984.T,7798.0
2021-06-24,High,9984.T,8030.0
2021-06-25,High,9984.T,8000.0
2021-06-28,High,9984.T,7992.0
2021-06-29,High,9984.T,7855.0
2021-06-30,High,9984.T,7920.0
2021-07-01,High,9984.T,7774.0
2021-07-02,High,9984.T,7845.0
2021-07-05,High,9984.T,7654.0
2021-07-06,High,9984.T,7544.0
2021-07-07,High,9984.T,7473.0
2021-07-08,High,9984.T,7486.0
2021-07-09,High,9984.T,7341.0
2021-07-12,High,9984.T,7550.0
2021-07-13,High,9984.T,7733.0
2021-07-14,High,9984.T,7698.0
2021-07-15,High,9984.T,7652.0
2021-07-16,High,9984.T,7532.0
2021-07-19,High,9984.T,7388.0
2021-07-20,High,9984.T,7305.0
2021-07-21,High,9984.T,7396.0
2021-07-26,High,9984.T,7285.0
2021-07-27,High,9984.T,7120.0
2021-07-28,High,9984.T,6938.0
2021-07-29,High,9984.T,7021.0
2021-07-30,High,9984.T,7007.0
2021-08-02,High,9984.T,6988.0
2021-08-03,High,9984.T,7027.0
2021-08-04,High,9984.T,6905.0
2021-08-05,High,9984.T,6855.0
2021-08-06,High,9984.T,6848.0
2021-08-10,High,9984.T,6909.0
2021-08-11,High,9984.T,6961.0
2021-08-12,High,9984.T,6780.0
2021-08-13,High,9984.T,6680.0
2021-08-16,High,9984.T,6591.0
2021-08-17,High,9984.T,6550.0
2021-08-18,High,9984.T,6549.0
2021-08-19,High,9984.T,6509.0
2021-08-20,High,9984.T,6370.0
2021-08-23,High,9984.T,6220.0
2021-08-24,High,9984.T,6309.0
2021-08-25,High,9984.T,6419.0
2021-08-26,High,9984.T,6277.0
2021-08-27,High,9984.T,6198.0
2021-08-30,High,9984.T,6252.0
2021-08-31,High,9984.T,6260.0
2021-09-01,High,9984.T,6315.0
2021-09-02,High,9984.T,6284.0
2021-09-03,High,9984.T,6277.0
2021-09-06,High,9984.T,6350.0
2021-09-07,High,9984.T,6948.0
2021-09-08,High,9984.T,7680.0
2021-09-09,High,9984.T,7209.0
2021-09-10,High,9984.T,7344.0
2021-09-13,High,9984.T,7217.0
2021-09-14,High,9984.T,7157.0
2021-09-15,High,9984.T,6945.0
2021-09-16,High,9984.T,6719.0
2021-09-17,High,9984.T,6695.0
2021-09-21,High,9984.T,6380.0
2021-09-22,High,9984.T,6592.0
2021-09-24,High,9984.T,6679.0
2021-09-27,High,9984.T,6760.0
2021-09-28,High,9984.T,6794.0
2021-09-29,High,9984.T,6710.0
2021-09-30,High,9984.T,6709.0
2021-10-01,High,9984.T,6557.0
2021-10-04,High,9984.T,6464.0
2021-10-05,High,9984.T,6198.0
2021-10-06,High,9984.T,6103.0
2021-10-07,High,9984.T,6061.0
2021-10-08,High,9984.T,6296.0
2021-10-11,High,9984.T,6476.0
2021-10-12,High,9984.T,6368.0
2021-10-13,High,9984.T,6280.0
2021-10-14,High,9984.T,6294.0
2021-10-15,High,9984.T,6359.0
2021-10-18,High,9984.T,6378.0
2021-10-19,High,9984.T,6466.0
2021-10-20,High,9984.T,6719.0
2021-10-21,High,9984.T,6756.0
2021-10-22,High,9984.T,6720.0
2021-10-25,High,9984.T,6516.0
2021-10-26,High,9984.T,6605.0
2021-10-27,High,9984.T,6449.0
2021-10-28,High,9984.T,6364.0
2021-10-29,High,9984.T,6224.0
2021-11-01,High,9984.T,6368.0
2021-11-02,High,9984.T,6437.0
2021-11-04,High,9984.T,6439.0
2021-11-05,High,9984.T,6309.0
2021-11-08,High,9984.T,6236.0
2021-11-09,High,9984.T,6930.0
2021-11-10,High,9984.T,6804.0
2021-11-11,High,9984.T,6687.0
2021-11-12,High,9984.T,6902.0
2021-11-15,High,9984.T,7029.0
2021-11-16,High,9984.T,7148.0
2021-11-17,High,9984.T,7217.0
2021-11-18,High,9984.T,7085.0
2021-11-19,High,9984.T,6935.0
2021-11-22,High,9984.T,6871.0
2021-11-24,High,9984.T,6755.0
2021-11-25,High,9984.T,6730.0
2021-11-26,High,9984.T,6634.0
2021-11-29,High,9984.T,6376.0
2021-11-30,High,9984.T,6336.0
2021-12-01,High,9984.T,6050.0
2021-12-02,High,9984.T,5808.0
2021-12-03,High,9984.T,5637.0
2021-12-06,High,9984.T,5287.0
2021-12-07,High,9984.T,5568.0
2021-12-08,High,9984.T,5646.0
2021-12-09,High,9984.T,5610.0
2021-12-10,High,9984.T,5562.0
2021-12-13,High,9984.T,5615.0
2021-12-14,High,9984.T,5604.0
2021-12-15,High,9984.T,5692.0
2021-12-16,High,9984.T,5658.0
2021-12-17,High,9984.T,5578.0
2021-12-20,High,9984.T,5517.0
2021-12-21,High,9984.T,5436.0
2021-12-22,High,9984.T,5524.0
2021-12-23,High,9984.T,5430.0
2021-12-24,High,9984.T,5431.0
2021-12-27,High,9984.T,5317.0
2021-12-28,High,9984.T,5312.0
2021-12-29,High,9984.T,5428.0
2021-12-30,High,9984.T,5454.0
2022-01-04,High,9984.T,5574.0
2022-01-05,High,9984.T,5515.0
2022-01-06,High,9984.T,5415.0
2022-01-07,High,9984.T,5600.0
2021-01-12,High,8306.T,496.70001220703125
2021-01-13,High,8306.T,496.6000061035156
2021-01-14,High,8306.T,507.70001220703125
2021-01-15,High,8306.T,511.6000061035156
2021-01-18,High,8306.T,496.6000061035156
2021-01-19,High,8306.T,498.20001220703125
2021-01-20,High,8306.T,499.0
2021-01-21,High,8306.T,495.0
2021-01-22,High,8306.T,483.1000061035156
2021-01-25,High,8306.T,482.3999938964844
2021-01-26,High,8306.T,480.20001220703125
2021-01-27,High,8306.T,480.3999938964844
2021-01-28,High,8306.T,478.0
2021-01-29,High,8306.T,480.1000061035156
2021-02-01,High,8306.T,477.5
2021-02-02,High,8306.T,480.3999938964844
2021-02-03,High,8306.T,499.29998779296875
2021-02-04,High,8306.T,505.3999938964844
2021-02-05,High,8306.T,511.20001220703125
2021-02-08,High,8306.T,519.5999755859375
2021-02-09,High,8306.T,526.2999877929688
2021-02-10,High,8306.T,522.9000244140625
2021-02-12,High,8306.T,529.2999877929688
2021-02-15,High,8306.T,544.7999877929688
2021-02-16,High,8306.T,568.7999877929688
2021-02-17,High,8306.T,569.5
2021-02-18,High,8306.T,569.0
2021-02-19,High,8306.T,556.7999877929688
2021-02-22,High,8306.T,569.9000244140625
2021-02-24,High,8306.T,573.0
2021-02-25,High,8306.T,571.7000122070312
2021-02-26,High,8306.T,569.0
2021-03-01,High,8306.T,564.2000122070312
2021-03-02,High,8306.T,566.5999755859375
2021-03-03,High,8306.T,566.0
2021-03-04,High,8306.T,569.9000244140625
2021-03-05,High,8306.T,567.5
2021-03-08,High,8306.T,592.0
2021-03-09,High,8306.T,596.2999877929688
2021-03-10,High,8306.T,591.7000122070312
2021-03-11,High,8306.T,599.7000122070312
2021-03-12,High,8306.T,595.2999877929688
2021-03-15,High,8306.T,621.9000244140625
2021-03-16,High,8306.T,618.5999755859375
2021-03-17,High,8306.T,618.5999755859375
2021-03-18,High,8306.T,649.0999755859375
2021-03-19,High,8306.T,659.4000244140625
2021-03-22,High,8306.T,660.2999877929688
2021-03-23,High,8306.T,653.5
2021-03-24,High,8306.T,618.0999755859375
2021-03-25,High,8306.T,621.9000244140625
2021-03-26,High,8306.T,636.7999877929688
2021-03-29,High,8306.T,639.2999877929688
2021-03-30,High,8306.T,616.5999755859375
2021-03-31,High,8306.T,607.0
2021-04-01,High,8306.T,604.0
2021-04-02,High,8306.T,600.4000244140625
2021-04-05,High,8306.T,613.7999877929688
2021-04-06,High,8306.T,606.5
2021-04-07,High,8306.T,601.5999755859375
2021-04-08,High,8306.T,594.0
2021-04-09,High,8306.T,587.5
2021-04-12,High,8306.T,589.9000244140625
2021-04-13,High,8306.T,591.5
2021-04-14,High,8306.T,585.2999877929688
2021-04-15,High,8306.T,600.7000122070312
2021-04-16,High,8306.T,593.2000122070312
2021-04-19,High,8306.T,591.5999755859375
2021-04-20,High,8306.T,589.7000122070312
2021-04-21,High,8306.T,573.0
2021-04-22,High,8306.T,579.2999877929688
2021-04-23,High,8306.T,572.2999877929688
2021-04-26,High,8306.T,578.2000122070312
2021-04-27,High,8306.T,579.4000244140625
2021-04-28,High,8306.T,587.7999877929688
2021-04-30,High,8306.T,589.7999877929688
2021-05-06,High,8306.T,607.2999877929688
2021-05-07,High,8306.T,609.5999755859375
2021-05-10,High,8306.T,609.0999755859375
2021-05-11,High,8306.T,606.7999877929688
2021-05-12,High,8306.T,596.7999877929688
2021-05-13,High,8306.T,608.7000122070312
2021-05-14,High,8306.T,610.0
2021-05-17,High,8306.T,614.0999755859375
2021-05-18,High,8306.T,631.2999877929688
2021-05-19,High,8306.T,642.0
2021-05-20,High,8306.T,634.7999877929688
2021-05-21,High,8306.T,622.2000122070312
